for 'dWlhclDHdFvDCCDfFq': len/2 = 9; dupchar=D; priosum now 30.
for 'dzGSHCWSsGVVSdHVHHWWVVDCgJDpQqLTTRJpgmTLRmJTTpTR': len/2 = 24; dupchar=D; priosum now 616.
for 'BvNjMPZMBtBBMvvNMNttlhLQqCJpLmhTRQqQJgRJLQQg': len/2 = 22; dupchar=h; priosum now 624.
for 'llNncBlMCwwMnwPZrGsVHzcfFGdHGFGs': len/2 = 16; dupchar=c; priosum now 627.
for 'JfZhphMMQmFzDTDjSdrQjQ': len/2 = 11; dupchar=Q; priosum now 670.
for 'sqHCbCwBVtbqbCqtrWdjzlSJTlrTSWBn': len/2 = 16; dupchar=B; priosum now 698.
for 'bHcwbGCGRssNscwtHNbwvmRFvpFFJFvLZMmPLFfv': len/2 = 20; dupchar=R; priosum now 742.
for 'qBCrzznVmDCmMMDNgrgcrvHHcgbQcW': len/2 = 15; dupchar=r; priosum now 760.
for 'TTTsdJRTRhhlsgbvbdCFdbWvbQ': len/2 = 13; dupchar=d; priosum now 764.
for 'JhGGlfRlJsnCMDMqjmfV': len/2 = 10; dupchar=f; priosum now 770.
for 'rqLLvDLtStDLQhQDQrQhhNdsmWdmmjjnssPnTMnTzfTsWT': len/2 = 23; dupchar=d; priosum now 774.
for 'ZRFFpgCgppcBcnjTsjTMTfPFMP': len/2 = 13; dupchar=F; priosum now 806.
for 'GCZpGlwJwBgGHcJhSSHLDDrNqrMtNq': len/2 = 15; dupchar=H; priosum now 840.
for 'FsPFqsDNZFNnZrcBmWfWWQ': len/2 = 11; dupchar=Z; priosum now 892.
for 'lSnRlRTvgrWtctTmft': len/2 = 9; dupchar=T; priosum now 938.
for 'SMbGbbvnGlnSDwGqLwNCqNVD': len/2 = 12; dupchar=G; priosum now 971.
for 'dPQDcBwJJDgDTPgGgQTBVjSsmLhLTrLmjSLpjSLh': len/2 = 20; dupchar=T; priosum now 1017.
for 'MvvZRHtMtbCNvCNCNtNvbRfBSMSrjmLpjnjmVhrVSLsnnmSh': len/2 = 24; dupchar=M; priosum now 1056.
for 'qHZtbBZfRztbHbCzNRHPQgJPJgGgglFPPFqdQD': len/2 = 19; dupchar=q; priosum now 1073.
for 'MsBsVDspRPfPlhMl': len/2 = 8; dupchar=M; priosum now 1112.
for 'zWnCFzHbSCwqNmPSjmGlsmfN': len/2 = 12; dupchar=S; priosum now 1157.
for 'FnHnFbFzsHHCCgzCzbBptVppgvvVgVrpBrJt': len/2 = 18; dupchar=g; priosum now 1164.
for 'pTLntptZjQLfVDjQTDlVJCSWNCPSCCsSNmFlNslm': len/2 = 20; dupchar=l; priosum now 1176.
for 'BBHbqGHHqgwSWSCCWwZWWZ': len/2 = 11; dupchar=w; priosum now 1199.
for 'qRzbhhbzzrHdRRHhRHvzZjfrVTrppVQttDfcQTfp': len/2 = 20; dupchar=r; priosum now 1217.
for 'DHsdHPHHsHMsRmhMZZQBtljgZGtC': len/2 = 14; dupchar=M; priosum now 1256.
for 'NFnCbFznLVJbVrjhQthjGBLZBjGL': len/2 = 14; dupchar=L; priosum now 1294.
for 'wNrfFJJbCpNnfbdwDSDHsvsHmsmH': len/2 = 14; dupchar=w; priosum now 1317.
for 'jLZRjnMMjJhJnvtQbdHfHZbvHQ': len/2 = 13; dupchar=Z; priosum now 1369.
for 'mBzwptCWlcFCwsHSTpQfQHQfrpTb': len/2 = 14; dupchar=p; priosum now 1385.
for 'mNltzmsCNmFzGwCBllGRgRgqjgLMnGqjnPjV': len/2 = 18; dupchar=G; priosum now 1418.
for 'ZqqcqmVVtbcBMFfFMcQfgphJ': len/2 = 12; dupchar=c; priosum now 1421.
for 'HLWLDvWjjLwTWzzvGLThQQshQllgJDJgfbffJQ': len/2 = 19; dupchar=D; priosum now 1451.
for 'vHzLvrwwzGzTRGzzLLRPRwRdSVdnBBdSbBSVStbNmnrmZS': len/2 = 23; dupchar=r; priosum now 1469.
for 'TWVVvPSgwWSqcRgRwbRRcqshsfFzzzChTGNHzHhhhCsG': len/2 = 22; dupchar=T; priosum now 1515.
for 'njZrjMLlpmDmGfSGtrNttzCF': len/2 = 12; dupchar=r; priosum now 1533.
for 'ZQBmZdDBZRRPRSBgcb': len/2 = 9; dupchar=B; priosum now 1561.
for 'TpntvdpnZDptnbnTDGtSFSlFmzCzzmSFRjqlZj': len/2 = 19; dupchar=Z; priosum now 1613.
for 'MWrNcWRMlgqzMjzq': len/2 = 8; dupchar=M; priosum now 1652.
for 'NPwsPNrBNcVHNNcJHBNBcJwwttDvGVnDptVRtbnTtGvVGtGG': len/2 = 24; dupchar=V; priosum now 1700.
for 'tsbbvvSfnqvzQLLBjfMLdd': len/2 = 11; dupchar=f; priosum now 1706.
for 'gJRmRNmJNchgmmrFJhFgWJQMwBnjwrMBVQwQTBdLdVQj': len/2 = 22; dupchar=r; priosum now 1724.
for 'GcGpGGRGJgqstvpbnCqb': len/2 = 10; dupchar=p; priosum now 1740.
for 'rsHcrbZHBTTtLtNSwwHLLJ': len/2 = 11; dupchar=H; priosum now 1774.
for 'mFqhWVsjsVCjQlNJGMwMlMMGMh': len/2 = 13; dupchar=h; priosum now 1782.
for 'QggzffQRCfgVFWzzCQffqfZpZDcRvTTBTvvZnsdnddcn': len/2 = 22; dupchar=R; priosum now 1826.
for 'bPFMFFBpMlFfMZMpHGNSrNctJcPSSchJchPt': len/2 = 18; dupchar=P; priosum now 1868.
for 'zCgwnmgzQDnQgdWWQRgqSrqLSqSgssLNJhgJ': len/2 = 18; dupchar=g; priosum now 1875.
for 'rQCQQTrRRmDBFfbHBFHZbT': len/2 = 11; dupchar=T; priosum now 1921.
for 'fzfPQsGrrMMjtHtBHs': len/2 = 9; dupchar=s; priosum now 1940.
for 'SwNNDqwhWpVTwbDGGDmwSVhZRZHdbCtgBjCRjMtbBHtRMd': len/2 = 23; dupchar=b; priosum now 1942.
for 'vVTGvVGNvPPvQvfncJ': len/2 = 9; dupchar=v; priosum now 1964.
for 'cwzMJbclHDPqfJQPfq': len/2 = 9; dupchar=J; priosum now 2000.
for 'rrqjjTBrqqBjRCgTjrRjNrsGPDhDFGCfWGfPFfFPGWfD': len/2 = 22; dupchar=C; priosum now 2029.
for 'BZTTSTZgjbSwVptvpq': len/2 = 9; dupchar=S; priosum now 2074.
for 'PPPPJpvpJsJwPHHPsJdTNZRZZZjTFFmRRRNjZd': len/2 = 19; dupchar=d; priosum now 2078.
for 'qbWVfChDCDnVVDGfnSFNNjRLmNfBNLQjLjmBRm': len/2 = 19; dupchar=f; priosum now 2084.
for 'DhFDhbnWCDhGcbJPPwrsrMwrvlvc': len/2 = 14; dupchar=c; priosum now 2087.
for 'lFSDTwHTSwlTNwFFlwNcFFpjLZvZqvnqLPnnWbgngbbncqbZ': len/2 = 24; dupchar=c; priosum now 2090.
for 'rzQfMzRGrRGJCffBMGdGsJZWWnqWVqdPPgNvvVZWPWWn': len/2 = 22; dupchar=d; priosum now 2094.
for 'RJrttBtNQCsNzTpShhHFDwFlth': len/2 = 13; dupchar=t; priosum now 2114.
for 'QNzQFjNFrQPNbmPpqTTDGswWmB': len/2 = 13; dupchar=P; priosum now 2156.
for 'ggHRcSlcCVCSzMVqDGwgqTWpsmqwqG': len/2 = 15; dupchar=g; priosum now 2163.
for 'cltzCZtLClHRRtMZZLQjfNvtrJfhvrddvNNd': len/2 = 18; dupchar=t; priosum now 2183.
for 'mcfWHffBFnQRQlTFdv': len/2 = 9; dupchar=F; priosum now 2215.
for 'wssSLVbbzDVbzbggzSzNshNMnvnljRdvQRlMBjvQdnCj': len/2 = 22; dupchar=N; priosum now 2255.
for 'bhDzVSSJDDJhDLBwtbDzzbbWppfpcmWGmprqqGtqprcHPp': len/2 = 23; dupchar=t; priosum now 2275.
for 'rpVFrZpgHWSZrFPqhzwcqPwmcVBD': len/2 = 14; dupchar=V; priosum now 2323.
for 'vMTnQJjQLCbljvvQzTMbTjPNdBLwwDhmhNNqPwmmhhBh': len/2 = 22; dupchar=L; priosum now 2361.
for 'jvGjjQJnrspGHgFz': len/2 = 8; dupchar=G; priosum now 2394.
for 'sjssjtZlcphZHwWvcrHTwWJH': len/2 = 12; dupchar=c; priosum now 2397.
for 'qDdzzrFNNNDGdFDzzVBVVvfWJPfgPmgWPgvwVH': len/2 = 19; dupchar=V; priosum now 2445.
for 'nqMQGDrnLGnqqLNqjtCZZjsMhZhCMbtl': len/2 = 16; dupchar=M; priosum now 2484.
for 'JJJsLFmzsrFlSpzPscjgHhnRnmvcjqRvvj': len/2 = 17; dupchar=m; priosum now 2497.
for 'fCMQbCbTjjqTGhjc': len/2 = 8; dupchar=T; priosum now 2543.
for 'bfdbWdCddfBbtCfbfbqVWQQpPlBrJLJJSSLwppFssFzLzp': len/2 = 23; dupchar=B; priosum now 2571.
for 'pdbbzlffWtJbgQwhcphQcCCg': len/2 = 12; dupchar=p; priosum now 2587.
for 'vHvLFvVLvSfFRLnRFRNHjPjggcssQcjjsnwhsPCC': len/2 = 20; dupchar=n; priosum now 2601.
for 'vGVGGFFVHLTvDRHDmBbTzfZWMdJZlfMm': len/2 = 16; dupchar=T; priosum now 2647.
for 'wjCbjQgjTQhNNzgWQCWrDFMZmZDZDCrrMDpLpL': len/2 = 19; dupchar=C; priosum now 2676.
for 'czGSPznnRGGJGGlVVRVBGGlBmDDcMDFDDZLqfffZFrrZqFpZ': len/2 = 24; dupchar=c; priosum now 2679.
for 'JPGlvBSJHVGnVsjvQjjzwdwjzd': len/2 = 13; dupchar=v; priosum now 2701.
for 'MFlWQHDTpnpsFNNQllWFWlhzjGgrgDzGGhGGjvmZDZrh': len/2 = 22; dupchar=D; priosum now 2731.
for 'PtTPcTLbBCVPTRVcvhjmmhVhSZGGgvZg': len/2 = 16; dupchar=V; priosum now 2779.
for 'JLPfCwPbTbBPJCfblplMpqWsMpMwWHQn': len/2 = 16; dupchar=w; priosum now 2802.
for 'QbHVBBzWtzHBNtBwQSgqhqSbFgRLjhmqqj': len/2 = 17; dupchar=b; priosum now 2804.
for 'ZnCnMcdsDnJTncggFJwRmSwgRFmL': len/2 = 14; dupchar=J; priosum now 2840.
for 'sTMZpGDvsZcMpcvTCPHwzrfzrpzHpWBrWz': len/2 = 17; dupchar=p; priosum now 2856.
for 'PMdJWwJWHFWJnNzbDlfbCfMvbl': len/2 = 13; dupchar=M; priosum now 2895.
for 'rZgttrFptFFcBtccbbCDvgfbGCGGgGDz': len/2 = 16; dupchar=g; priosum now 2902.
for 'QsZBmsrFscrVrjQJjJQRJWWLwq': len/2 = 13; dupchar=Q; priosum now 2945.
for 'GwNNJwwRThwrWfhh': len/2 = 8; dupchar=w; priosum now 2968.
for 'SmQqmzsjHssQzCbvsmSSzsQTjWpFTTfFfThchhFTBBfppB': len/2 = 23; dupchar=j; priosum now 2978.
for 'mmbHbmtmCzzQZzQRdZJhNMdMlRMglh': len/2 = 15; dupchar=Z; priosum now 3030.
for 'rrsPbncQvvgnnrTdGDVcCdpZHHZp': len/2 = 14; dupchar=c; priosum now 3033.
for 'RwwwhjLLqtJFwjzwtwmwwGpDZVdGDVdZBZDFHdHZCp': len/2 = 21; dupchar=F; priosum now 3065.
for 'zhzwLhhfffLtjNChgWbbrbnMvPrMrrfv': len/2 = 16; dupchar=f; priosum now 3071.
for 'tQMtQtTSBFtSmQSttMggMtbtnTnPrZvrnzNNTGZvrZZdLdnL': len/2 = 24; dupchar=T; priosum now 3117.
for 'HqhwDpDcwlHqpVrrFzvFGpZrrzrP': len/2 = 14; dupchar=p; priosum now 3133.
for 'RwlhhjwRCjVfjDbMtFWBWJMgWjWm': len/2 = 14; dupchar=j; priosum now 3143.
for 'WpWVlWzsGlBJpspNclNlhhhmgzrdtzQMQttzMmtt': len/2 = 20; dupchar=z; priosum now 3169.
for 'RfnPRLTPDHRdPbwvvntnSrFgmvnmtm': len/2 = 15; dupchar=n; priosum now 3183.
for 'CwqRDCCwqCwbCTqJcJBNcZqdVcBlpJ': len/2 = 15; dupchar=q; priosum now 3200.
for 'tpfnNBsGGNRppRCgfgRRCRQJGMPPWdwMJdWFFwjVzGPJ': len/2 = 22; dupchar=G; priosum now 3233.
for 'chLSchLTbLqvqcZLlvvLqbmldMzFFWdzVSFWFMzQVJwjQjdM': len/2 = 24; dupchar=S; priosum now 3278.
for 'rLqqcjDrcvhRsDfHDtNNnN': len/2 = 11; dupchar=D; priosum now 3308.
for 'DjZjvTTDqrtTZZSMcdRdmRJrcJNc': len/2 = 14; dupchar=r; priosum now 3326.
for 'HWgPGVhFPgnSVtnJcdMs': len/2 = 10; dupchar=V; priosum now 3374.
for 'FPLfBwCWGPfCwfLHCCDBZlbDpBjvqTtDzzDj': len/2 = 18; dupchar=B; priosum now 3402.
for 'FJNqNFgNFssqGGqBsTlMVcgVrCwLwlhcrw': len/2 = 17; dupchar=g; priosum now 3409.
for 'fRZzDmDZvvDdZbtdpDZmbrThrLMCvcChwwlSTrvMSr': len/2 = 21; dupchar=v; priosum now 3431.
for 'zmfZmtZmpDmbfWRDDZdqFljqnNQjGWnsjFqGsG': len/2 = 19; dupchar=W; priosum now 3480.
for 'rMdMWddmJmvdSdmWfWMddpVRqRFVHRRqMRRPQMRqRq': len/2 = 21; dupchar=M; priosum now 3519.
for 'tDGtGGhLjLLZNLjjNgNthGtqHTVqRVVpPDRpHHVRQVRPPR': len/2 = 23; dupchar=D; priosum now 3549.
for 'ZlLtzNjgsZZlssLgtjNpfWfJvlJrrvCJfBmBfn': len/2 = 19; dupchar=l; priosum now 3561.
for 'hqpWvFJsJFNHhqMWNhWvWRmmDcDMLcwZnjcwnjRnjn': len/2 = 21; dupchar=M; priosum now 3600.
for 'LdrlgCCrSSTrTnwRjmwRQZwdwG': len/2 = 13; dupchar=d; priosum now 3604.
for 'PVlfClrLlLlfggtBPzHHhHFbWzJNbvqJFNqF': len/2 = 18; dupchar=z; priosum now 3630.
for 'TbbQtnDtbGGjGlGsGHpJJmFWFJJrBWWFlWrS': len/2 = 18; dupchar=l; priosum now 3642.
for 'CZzzNzzhddNchhMhhRVjpCBwBrCvJvpmSCvrwJ': len/2 = 19; dupchar=C; priosum now 3671.
for 'fhZZhddRjRgZzMZRzPjPTsLGQtHLTHTbDPQTtqPT': len/2 = 20; dupchar=P; priosum now 3713.
for 'nHnWsQNQQWTWQshwjBJJJmHwFBwm': len/2 = 14; dupchar=H; priosum now 3747.
for 'VZZpfbffZVvbSbGfBhSwmtmmJlmjJFJJ': len/2 = 16; dupchar=S; priosum now 3792.
for 'bpphpMfMvMzDbMGZgQNrrngzdTsNqWdd': len/2 = 16; dupchar=z; priosum now 3818.
for 'VPNddVTPPmdnVcPVZcdTmcDbQTFjMpjtFzbMtFjzsFTssT': len/2 = 23; dupchar=T; priosum now 3864.
for 'lJCllWCrgvRlgwlJfRRvSzjSjQpbzMHpbwMQpszM': len/2 = 20; dupchar=w; priosum now 3887.
for 'fRhGBBJJCgrNLsNPNVVhNq': len/2 = 11; dupchar=h; priosum now 3895.
for 'pLrVDgbNbjVplpsltHBqWSqhSQcHDttH': len/2 = 16; dupchar=D; priosum now 3925.
for 'MCdCwCGTmnTmmmvTTCwCqNhHQhRWcwHWBRHSqSQH': len/2 = 20; dupchar=w; priosum now 3948.
for 'TNTFFPfffTvFTJvTPCPTFfGdzVjspVLZglJbsbZpVblrzjlb': len/2 = 24; dupchar=J; priosum now 3984.
for 'cdPzFrldgcdCrnlznPzrBNRssLLBbVNVZsLHRHdm': len/2 = 20; dupchar=d; priosum now 3988.
for 'wTQQwvvtqwqcGvTZmVHBbVLLBbRV': len/2 = 14; dupchar=T; priosum now 4034.
for 'GWJSGfJWcjQwhQQWjqJhhGfgpMnMzDnpMlPpMnDlMrzl': len/2 = 22; dupchar=f; priosum now 4040.
for 'pMhqTTsSpdBPpNBshsdMMTQFvFlQtQWCRQlCllVFqVqG': len/2 = 22; dupchar=q; priosum now 4057.
for 'dfcbnmrnjzRFvGQQGvfv': len/2 = 10; dupchar=f; priosum now 4063.
for 'mDrjLLLcJjLhpZSSJMdpph': len/2 = 11; dupchar=J; priosum now 4099.
for 'NGZNwqFqZhhcFSCfRzwdzRfCzVRw': len/2 = 14; dupchar=w; priosum now 4122.
for 'QTTmBTsWQWJPPCvzvpHPzdvVFR': len/2 = 13; dupchar=P; priosum now 4164.
for 'bsmWTBbQDbmbLQQMsWWQchgqLqhGGGGZLhSFjhqS': len/2 = 20; dupchar=L; priosum now 4202.
for 'HgmGlgsvBBDgBGCdHHvHwCGwhZJWhTjSdhTSFFFhJtSJTJhT': len/2 = 24; dupchar=d; priosum now 4206.
for 'RQfVrfQNszMQfpMzpNnfLbtjhtSbWJWFWtFFtFJtFSZq': len/2 = 22; dupchar=b; priosum now 4208.
for 'PNzLfnLnBCPHgsgC': len/2 = 8; dupchar=P; priosum now 4250.
for 'mTZGgCdNSNmCQLLpPnDhRlGhpV': len/2 = 13; dupchar=G; priosum now 4283.
for 'vWJHWFsfHMWBBFbBsjfjHrFfLRRLPPnpLthttRVPLSnhSPbS': len/2 = 24; dupchar=b; priosum now 4285.
for 'fzMrBjWfBrzsZCZmSTgQzcNN': len/2 = 12; dupchar=z; priosum now 4311.
for 'mgmCZCMgmnZmZgBZpgpJfbQfwSQPDTdfdwSDfwhn': len/2 = 20; dupchar=n; priosum now 4325.
for 'sHhcrWLcFlzHcHRNNFvNFcFPwDDTWdddDdqWbSTWDPTTQS': len/2 = 23; dupchar=W; priosum now 4374.
for 'RNsslsRrNcRNvNRFFNvVsghZBJtVCCtCtGghjhGBGG': len/2 = 21; dupchar=V; priosum now 4422.
for 'gchrcRRdnRwPPnvQ': len/2 = 8; dupchar=R; priosum now 4466.
for 'CVCCSrDjFHjVDbBLFGGBSvwnwNMnMsPPNsNPvwPQVM': len/2 = 21; dupchar=V; priosum now 4514.
for 'lHLCTHGDCbbjFTTzdWlpcqfgcrdzZg': len/2 = 15; dupchar=l; priosum now 4526.
for 'fRDPsDsqqJttttJSzPDgJWQCbQQbGMWCCnGGPVGVQQ': len/2 = 21; dupchar=P; priosum now 4568.
for 'rTTBvZhrvBnWWDWCbZWW': len/2 = 10; dupchar=Z; priosum now 4620.
for 'cwLlTLpjTwBFLLhgfRRfmRqRDmRdjq': len/2 = 15; dupchar=j; priosum now 4630.
for 'sprGGPTrJTsGPzszqGzNtTtpfbQddQSQSDFDFvvbZvwFbbfN': len/2 = 24; dupchar=N; priosum now 4670.
for 'LWWCMVmwMmgWFQfFDDvZDgdF': len/2 = 12; dupchar=g; priosum now 4677.
for 'mlMmRVCWVMmmHRjVCmjHWRhMzpTtlrlPzrtzwlsGPrpwtrJp': len/2 = 24; dupchar=l; priosum now 4689.
for 'tsfwwfjfdfrtrClfvwvvLnTHNmvLHcNccRNcvNWH': len/2 = 20; dupchar=v; priosum now 4711.
for 'qQSqZqFQRBzghDFncHgmccHNmWcNmM': len/2 = 15; dupchar=g; priosum now 4718.
for 'SQJphFJzRDSsdpVlllrCrw': len/2 = 11; dupchar=p; priosum now 4734.
for 'vGQqLQFvBvLvdNnvjnvNDc': len/2 = 11; dupchar=v; priosum now 4756.
for 'TRJwmWmZWlCCmzznbNhhbDhRgj': len/2 = 13; dupchar=R; priosum now 4800.
for 'CCTtDTlmDTWTmDmZZlVLLsFfstfFFLsBLQfF': len/2 = 18; dupchar=t; priosum now 4820.
for 'cfWflMmWWlWfPWBhBlQtLmmvrrrvCLjvRTjLLwwr': len/2 = 20; dupchar=m; priosum now 4833.
for 'gSgbsbgHdsjzHbqbdVDLZLvTZwLTvSrZrFvZLw': len/2 = 19; dupchar=S; priosum now 4878.
for 'sdbJqDNdjJNdsJBpBWpJlMcfcB': len/2 = 13; dupchar=J; priosum now 4914.
for 'FHlMHPqDLlPctgHSnttCSC': len/2 = 11; dupchar=H; priosum now 4948.
for 'zhrmBrTwJTjBmQcSQvQqbtwGvg': len/2 = 13; dupchar=w; priosum now 4971.
for 'jBjmBmJjjjRZTBzhhrBJLDdZqfpDMdfWWlDDLMlV': len/2 = 20; dupchar=Z; priosum now 5023.
for 'zPVdbsBzZdwqJGhrLTvNNJqH': len/2 = 12; dupchar=q; priosum now 5040.
for 'tmmCgCPCDDnptHDjNvGvhrDvLv': len/2 = 13; dupchar=D; priosum now 5070.
for 'pRWRlpSpPllClnpbQVQwFFVSQFVBZz': len/2 = 15; dupchar=S; priosum now 5115.
for 'nDrCvmvMnMSmsCvblBzzCZplbJlTbZ': len/2 = 15; dupchar=C; priosum now 5144.
for 'FNRtFWRfcGqFGQbzlZTQqQTBbd': len/2 = 13; dupchar=q; priosum now 5161.
for 'GRwFfNtwFRNFGMvBsnnwMMMBjn': len/2 = 13; dupchar=w; priosum now 5184.
for 'LVTBjjlJCDrnJzJNQR': len/2 = 9; dupchar=J; priosum now 5220.
for 'GsGGsggGpfhgpchgdqzbMzzhzQRnnMRrNzzR': len/2 = 18; dupchar=h; priosum now 5228.
for 'PwWFqFGpwWpdWgfsGggdmjCVHPHlCCCVZNCjVmVj': len/2 = 20; dupchar=P; priosum now 5270.
for 'qVTsCWwbCsPlCVfcbvfPDgLzbzDDhrzRrjgZghgr': len/2 = 20; dupchar=b; priosum now 5272.
for 'ntmHmNpSQNGtntNttmSdSdBdjrrDLQZQLLhRrFFFRDTFZhDF': len/2 = 24; dupchar=Q; priosum now 5315.
for 'mtMtBNTSNBpNJStMGSdHppNcVWPsWvqVcsVJfwwqlqWqlc': len/2 = 23; dupchar=J; priosum now 5351.
for 'vvWzLvvdpZDvhTpcrLcTTLpdwSPnCfJwCMnQSMwSnCGJrnwr': len/2 = 24; dupchar=r; priosum now 5369.
for 'ttHVmVNNsHBBRsHbMMwwnjnjBfjJwCMP': len/2 = 16; dupchar=B; priosum now 5397.
for 'tsVllgNVqbRlfplldDvDWT': len/2 = 11; dupchar=l; priosum now 5409.
for 'mLjLsQqLQqsBRvvlRBLRlT': len/2 = 11; dupchar=L; priosum now 5447.
for 'bhgtDDhCtmptmTTS': len/2 = 8; dupchar=t; priosum now 5467.
for 'nfmdbggwGWrfsPzfWq': len/2 = 9; dupchar=f; priosum now 5473.
for 'JpWDcSGJpGzsHPSSlbbd': len/2 = 10; dupchar=S; priosum now 5518.
for 'wVRqVZwwRwPDwbDddH': len/2 = 9; dupchar=w; priosum now 5541.
for 'VtVVVLthLVtVgfQLRTNtqDcCcJBmmWMWWprpFrcBJWNp': len/2 = 22; dupchar=N; priosum now 5581.
for 'dhhhDtmLdttdPlslGlRFjfzBBpzzRpGJ': len/2 = 16; dupchar=l; priosum now 5593.
for 'QMrVMwbVrrbvVVCrvcnqQQrrSMBJfpjFSzfjJFMFRWSpjjFG': len/2 = 24; dupchar=M; priosum now 5632.
for 'cwvbHHbCqVchRDHgDsPTdt': len/2 = 11; dupchar=H; priosum now 5666.
for 'CgVNCtDsDtJGZZGqMMGhDq': len/2 = 11; dupchar=D; priosum now 5696.
for 'cLRnSHgWcRdLHWSSRLjQdlHBTTPcPwwhzqzTMBPTwhPPwP': len/2 = 23; dupchar=c; priosum now 5699.
for 'HnnnglnWWgdRjlmQNsNFmJCFJFvsJsNN': len/2 = 16; dupchar=m; priosum now 5712.
for 'hfccLbjhfSRbfDZjFRJzrlvlwwlnnFrWwzqr': len/2 = 18; dupchar=F; priosum now 5744.
for 'TCsPLNtQdpdQQVtVNvJNJWlzJzwlrvJl': len/2 = 16; dupchar=N; priosum now 5784.
for 'pHtPsPtPtCQfbRHHDHhMLh': len/2 = 11; dupchar=H; priosum now 5818.
for 'nWRWgLtWnfTcZNNsscfd': len/2 = 10; dupchar=f; priosum now 5824.
for 'JMGzMVJwMVTvzVQFGHMMmPdddsPsCjldlHPcScNPsP': len/2 = 21; dupchar=H; priosum now 5858.
for 'vGrMQQmmvTQzMJpghWRWgpbbBqLbLR': len/2 = 15; dupchar=p; priosum now 5874.
for 'WSbhFbPTpRfTfPdhpfbhSbfPQLzlQlzlHvtQsvlltlsgHdgQ': len/2 = 24; dupchar=d; priosum now 5878.
for 'pZcGJDZNGcVrJwrDrrnvtNvlNzsgtgzvvsgt': len/2 = 18; dupchar=N; priosum now 5918.
for 'qmJZZJcBqwrMJcVbWfSPPWpmpjmSCF': len/2 = 15; dupchar=m; priosum now 5931.
for 'jHVjjCcpNrDgjsfB': len/2 = 8; dupchar=j; priosum now 5941.
for 'ndqllRvJQtqlQQTRWllFNDrsMZBfDBLvNMNDfsbZ': len/2 = 20; dupchar=v; priosum now 5963.
for 'qTFnWJqdWRdqWRlnTRnQGnTmwwSHCzpcGNmHNcPVcHGmCz': len/2 = 23; dupchar=G; priosum now 5996.
for 'pZCpBhDfvgBVZQGMMVZVlq': len/2 = 11; dupchar=Z; priosum now 6048.
for 'sLsLTTSssjPnTNbFGRGFPVHqMMRF': len/2 = 14; dupchar=P; priosum now 6090.
for 'TsNSccnjLdcsLjdmjWvWvBhfmvWpCGhGhD': len/2 = 17; dupchar=m; priosum now 6103.
for 'VWFFFPMpPVSMbTppHTnHTbRH': len/2 = 12; dupchar=p; priosum now 6119.
for 'DtvfNdBNddDNSLjsvDTTHnzzHwrTrwsrwqbT': len/2 = 18; dupchar=s; priosum now 6138.
for 'dgBLNffdgjjtfBQSvgNjNDlvMcQJmJJmZCMmVVVZFPFcPMGG': len/2 = 24; dupchar=Q; priosum now 6181.
for 'VWsQLHMVVSNRShWLhNSNLjbbbddbpDZDddcbZdDRztpd': len/2 = 22; dupchar=R; priosum now 6225.
for 'FPlhhgPvThGFJndnnCCnJzzdCp': len/2 = 13; dupchar=J; priosum now 6261.
for 'qrTfmllGvfvGqwNMMMsffsQsNh': len/2 = 13; dupchar=f; priosum now 6267.
for 'NsmFqNlmnQRbCFsmJgSffpPcbvSfrVvpgS': len/2 = 17; dupchar=b; priosum now 6269.
